Region	Plot_ID	ID	Sd_ID	Species	Ht	Dist_surf	Sub	Decay	M	Position	Competition	
LLS	LLS08		11	Chamaecyparis_obtusa_formosana	4	65	log	5	M	Up		
LLS	LLS08		12	Chamaecyparis_obtusa_formosana	4.4	65	log	5	M	Up		
LLS	LLS08		13	Chamaecyparis_obtusa_formosana	3.3	65	log	5	M	Up		
LLS	LLS08		14	Chamaecyparis_obtusa_formosana	4	65	log	5	M	Up		
LLS	LLS08		15	Chamaecyparis_obtusa_formosana	5	65	log	5	M	Up		
LLS	LLS08		16	Chamaecyparis_obtusa_formosana	2.8	65	log	5	M	Up		
LLS	LLS08		17	Chamaecyparis_obtusa_formosana	5	65	log	5	L	Up		
LLS	LLS08		18	Chamaecyparis_obtusa_formosana	4.3	65	log	5	M	Up		
LLS	LLS08		19	Chamaecyparis_obtusa_formosana	4.9	65	log	5	L	Up		
LLS	LLS07		1	Chamaecyparis_obtusa_formosana	6.5	5	log	6	M	Up		
LLS	LLS07		2	Chamaecyparis_obtusa_formosana	5	10	log	6	M	Up		
LLS	LLS07		3	Chamaecyparis_obtusa_formosana	5.1	5	log	6	M	Side		
LLS	LLS07		4	Chamaecyparis_obtusa_formosana	3.1	20	log	6	M	Up		
LLS	LLS07		5	Chamaecyparis_obtusa_formosana	3.8	15	log	6	M	Up		
LLS	LLS07		6	Chamaecyparis_obtusa_formosana	3.5	5	log	6	M	Up		
LLS	LLS07		7	Chamaecyparis_obtusa_formosana	4	5	log	6	L	Side		
LLS	LLS07		8	Chamaecyparis_obtusa_formosana	3	5	log	6	L	Side		
LLS	LLS07		9	Chamaecyparis_obtusa_formosana	3.2	0	log	6	M	Side		
LLS	LLS07		10	Chamaecyparis_obtusa_formosana	4.6	0	log	6	M	Side		
LLS	LLS06		1	Chamaecyparis_obtusa_formosana	5.1	0	soil		M	Up		Intra
LLS	LLS06		2	Chamaecyparis_obtusa_formosana	6.5	0	soil		M	Up		Intra
LLS	LLS06		3	Chamaecyparis_obtusa_formosana	4.3	0	soil		M	Up		Intra
LLS	LLS06		4	Chamaecyparis_obtusa_formosana	5	0	soil		M	Up		Intra
LLS	LLS06		5	Chamaecyparis_obtusa_formosana	6	0	soil		M	Up		
LLS	LLS06		6	Chamaecyparis_obtusa_formosana	8	0	soil		L	Up		
LLS	LLS06		7	Chamaecyparis_obtusa_formosana	4.2	0	soil		M	Up		
LLS	LLS06		8	Chamaecyparis_obtusa_formosana	6	0	soil		M	Up		
LLS	LLS06		9	Chamaecyparis_obtusa_formosana	4.3	0	soil		M	Up		
LLS	LLS05		1	Chamaecyparis_obtusa_formosana	3	80	log	6	M	Up		
LLS	LLS05		2	Chamaecyparis_obtusa_formosana	3	70	log	6	M	Up		
LLS	LLS05		3	Chamaecyparis_obtusa_formosana	5.1	70	log	6	M	Up		
LLS	LLS05		4	Chamaecyparis_obtusa_formosana	4	60	log	6	M	Up		
LLS	LLS05		5	Chamaecyparis_obtusa_formosana	4.5	60	log	6	M	Side		
LLS	LLS04		1	Chamaecyparis_obtusa_formosana	5.5	30	log	4	L	Up		
LLS	LLS04		2	Chamaecyparis_obtusa_formosana	5.7	30	log	4	M	Up		
LLS	LLS04		3	Chamaecyparis_obtusa_formosana	7	30	log	4	M	Up		
LLS	LLS04		4	Chamaecyparis_obtusa_formosana	5.8	30	log	4	M	Up		
LLS	LLS04		5	Chamaecyparis_obtusa_formosana	12.4	30	log	4	M	Side		
LLS	LLS03		1	Chamaecyparis_obtusa_formosana	6.5	90	log	3	M	Side		
LLS	LLS03		2	Chamaecyparis_obtusa_formosana	5.2	90	log	3	M	Side		
LLS	LLS03		3	Chamaecyparis_obtusa_formosana	5.2	90	log	3	M	Side		
LLS	LLS03		4	Chamaecyparis_obtusa_formosana	4	95	log	3	M	Up		
LLS	LLS03		5	Chamaecyparis_obtusa_formosana	9.3	90	log	3	M	Side		
LLS	LLS03		6	Chamaecyparis_obtusa_formosana	3.4	90	log	3	M	Side		Intra
LLS	LLS03		7	Chamaecyparis_obtusa_formosana	8.2	100	log	3	M	Up		
LLS	LLS02		1	Chamaecyparis_obtusa_formosana	5.2	15	mat		M	Up		
LLS	LLS02		2	Chamaecyparis_obtusa_formosana	5	15	mat		M	Up		
LLS	LLS02		3	Chamaecyparis_obtusa_formosana	5.2	15	mat		L	Up		
LLS	LLS02		4	Chamaecyparis_obtusa_formosana	3.5	20	mat		M	Up		
LLS	LLS02		5	Chamaecyparis_obtusa_formosana	4.6	40	mat		M	Up		
LLS	LLS02		6	Chamaecyparis_obtusa_formosana	6.5	40	mat		L	Up		
LLS	LLS02		7	Chamaecyparis_obtusa_formosana	6.5	40	mat		L	Up		
LLS	LLS02		8	Chamaecyparis_obtusa_formosana	3.2	20	mat		L	Up		
LLS	LLS02		9	Chamaecyparis_obtusa_formosana	4.8	20	mat		M	Up		
LLS	LLS01		1	Chamaecyparis_obtusa_formosana	4.3	40	log	6	M	Side		
LLS	LLS01		2	Chamaecyparis_obtusa_formosana	6.5	40	log	6	M	Side		
LLS	LLS01		3	Chamaecyparis_obtusa_formosana	7.2	40	log	6	M	Side		
LLS	LLS01		4	Chamaecyparis_obtusa_formosana	5	45	log	6	M	Up		
LLS	LLS01		5	Chamaecyparis_obtusa_formosana	6.5	55	log	6	M	Up		
LLS	LLS01		6	Chamaecyparis_obtusa_formosana	5.2	45	log	6	M	Up		
LLS	LLS01		7	Chamaecyparis_obtusa_formosana	3	55	log	6	M	Up		
LLS	LLS01		8	Chamaecyparis_obtusa_formosana	7	55	log	6	M	Up		
DLM	DLM01		1	Chamaecyparis_obtusa_formosana	5.5	180	log	3	M	Up		
DLM	DLM01		2	Chamaecyparis_obtusa_formosana	6	180	log	3	M	Up		
DLM	DLM01		3	Chamaecyparis_obtusa_formosana	6.5	180	log	3	M	Up		
DLM	DLM01		4	Chamaecyparis_obtusa_formosana	6.1	180	log	3	M	Up		
DLM	DLM01		5	Chamaecyparis_obtusa_formosana	5	180	log	3	M	Up		
DLM	DLM01		6	Chamaecyparis_obtusa_formosana	6	180	log	3	M	Up		
DLM	DLM01		7	Chamaecyparis_obtusa_formosana	6	180	log	3	M	Up		
DLM	DLM01		8	Chamaecyparis_obtusa_formosana	5.3	180	log	3	M	Up		Intra
DLM	DLM01		9	Chamaecyparis_obtusa_formosana	7	180	log	3	M	Up		
DLM	DLM01		10	Chamaecyparis_obtusa_formosana	4.2	180	log	3	M	Up		
DLM	DLM01		11	Chamaecyparis_obtusa_formosana	9.7	180	log	3	M	Up		
DLM	DLM01		12	Chamaecyparis_obtusa_formosana	8.5	180	log	3	M	Up		
DLM	DLM01		13	Chamaecyparis_obtusa_formosana	9.4	180	log	3	M	Up		
DLM	DLM01		14	Chamaecyparis_obtusa_formosana	5.5	180	log	3	M	Up		
DLM	DLM01		15	Chamaecyparis_obtusa_formosana	10	180	log	3	M	Up		
DLM	DLM02		1	Chamaecyparis_obtusa_formosana	8	90	log	5	M	Up		
DLM	DLM02		2	Chamaecyparis_obtusa_formosana	7.1	90	log	5	M	Up		
DLM	DLM02		3	Chamaecyparis_obtusa_formosana	7.6	85	log	5	M	Up		
DLM	DLM02		4	Chamaecyparis_obtusa_formosana	8.7	85	log	5	M	Up		
DLM	DLM02		5	Chamaecyparis_obtusa_formosana	10.7	85	log	5	M	Up		
DLM	DLM02		6	Chamaecyparis_obtusa_formosana	12.5	75	log	5	M	Up		
DLM	DLM02		7	Chamaecyparis_obtusa_formosana	7.5	70	log	5	M	Up		
DLM	DLM02		8	Chamaecyparis_obtusa_formosana	4.7	90	log	5	M	Up		
DLM	DLM02		9	Chamaecyparis_obtusa_formosana	3.4	80	log	5	M	Up		
DLM	DLM02		10	Chamaecyparis_obtusa_formosana	7.5	80	log	5	M	Up		
DLM	DLM02		11	Chamaecyparis_obtusa_formosana	6.4	90	log	5	L	Up		
DLM	DLM03		1	Chamaecyparis_obtusa_formosana	9	50	log	3	M	Up		
DLM	DLM03		2	Chamaecyparis_obtusa_formosana	7.2	50	log	3	M	Up		
DLM	DLM03		3	Chamaecyparis_obtusa_formosana	7.3	50	log	3	M	Up		
DLM	DLM03		4	Chamaecyparis_obtusa_formosana	7.3	50	log	3	M	Up		
DLM	DLM03		5	Chamaecyparis_obtusa_formosana	6.9	50	log	3	M	Up		
DLM	DLM03		6	Chamaecyparis_obtusa_formosana	5.4	50	log	3	M	Up		
DLM	DLM04		1	Chamaecyparis_obtusa_formosana	6.2	70	log	4	X	Up		
DLM	DLM04		2	Chamaecyparis_obtusa_formosana	4.5	70	log	4	M	Up		
DLM	DLM04		3	Chamaecyparis_obtusa_formosana	7	70	log	4	M	Up		
DLM	DLM04		4	Chamaecyparis_obtusa_formosana	8.3	70	log	4	L	Up		
DLM	DLM04		5	Chamaecyparis_obtusa_formosana	6.1	70	log	4	M	Up		Intra
DLM	DLM04		6	Chamaecyparis_obtusa_formosana	6	70	log	4	M	Up		Intra
DLM	DLM05		1	Chamaecyparis_obtusa_formosana	5.8	0	soil		L	Up		
DLM	DLM05		2	Chamaecyparis_obtusa_formosana	5.5	0	soil		M	Up		
DLM	DLM05		3	Chamaecyparis_obtusa_formosana	4.5	0	soil		M	Up		
DLM	DLM05		4	Chamaecyparis_obtusa_formosana	6	0	soil		L	Up		
DLM	DLM05		5	Chamaecyparis_obtusa_formosana	6.3	0	soil		L	Up		
DLM	DLM05		6	Chamaecyparis_obtusa_formosana	6.8	0	soil		M	Up		
DLM	DLM06		1	Chamaecyparis_obtusa_formosana	4.1	100	log	5	M	Up		
DLM	DLM06		2	Chamaecyparis_obtusa_formosana	5.1	100	log	5	M	Up		
DLM	DLM06		3	Chamaecyparis_obtusa_formosana	4.8	100	log	5	M	Up		
DLM	DLM06		4	Chamaecyparis_obtusa_formosana	4.6	100	log	5	L	Up		
DLM	DLM06		5	Chamaecyparis_obtusa_formosana	6	100	log	5	L	Up		
DLM	DLM06		6	Chamaecyparis_obtusa_formosana	5.6	100	log	5	L	Up		
DLM	DLM06		7	Chamaecyparis_obtusa_formosana	4.3	100	log	5	L	Up		
DLM	DLM06		8	Chamaecyparis_obtusa_formosana	4.5	100	log	5	M	Up		
DLM	DLM06		9	Chamaecyparis_obtusa_formosana	7.5	100	log	5	M	Up		
DLM	DLM07		1	Chamaecyparis_obtusa_formosana	6	60	mat		M	Up		
DLM	DLM07		2	Chamaecyparis_obtusa_formosana	5.6	60	mat		M	Up		
DLM	DLM07		3	Chamaecyparis_obtusa_formosana	8.3	60	mat		M	Up		
DLM	DLM07		4	Chamaecyparis_obtusa_formosana	4.5	60	mat		M	Up		
DLM	DLM07		5	Chamaecyparis_obtusa_formosana	6.6	60	mat		L	Up		
DLM	DLM07		6	Chamaecyparis_obtusa_formosana	14.6	60	mat		M	Up		
DLM	DLM08		1	Chamaecyparis_obtusa_formosana	7.5	55	log	6	M	Up		
DLM	DLM08		2	Chamaecyparis_obtusa_formosana	9.5	55	log	6	M	Up		
DLM	DLM08		3	Chamaecyparis_obtusa_formosana	10.3	35	log	6	M	Side		
DLM	DLM08		4	Chamaecyparis_obtusa_formosana	7.5	35	log	6	M	Side		
DLM	DLM08		5	Chamaecyparis_obtusa_formosana	4.2	25	log	6	M	Side		
DLM	DLM08		6	Chamaecyparis_obtusa_formosana	4	60	log	6	M	Up		
DLM	DLM08		7	Chamaecyparis_obtusa_formosana	3.1	60	log	6	M	Up		
DLS	DLS01		1	Chamaecyparis_obtusa_formosana	3.5	110	log	6	L	Up		
DLS	DLS01		2	Chamaecyparis_obtusa_formosana	5.1	130	log	6	L	Up		
DLS	DLS01		3	Chamaecyparis_obtusa_formosana	5.3	130	log	6	L	Up		
DLS	DLS01		4	Chamaecyparis_obtusa_formosana	6.3	130	log	6	L	Up		
DLS	DLS01		5	Chamaecyparis_obtusa_formosana	5	135	log	6	L	Up		
DLS	DLS01		6	Chamaecyparis_obtusa_formosana	6.1	135	log	6	L	Up		
DLS	DLS02		1	Chamaecyparis_obtusa_formosana	5.3	60	mat		M	Up		
DLS	DLS02		2	Chamaecyparis_obtusa_formosana	4	60	mat		M	Up		
DLS	DLS02		3	Chamaecyparis_obtusa_formosana	4.3	45	mat		M	Up		
DLS	DLS02		4	Chamaecyparis_obtusa_formosana	5.6	45	mat		M	Up		
DLS	DLS02		5	Chamaecyparis_obtusa_formosana	5	45	mat		M	Up		
DLS	DLS03		1	Chamaecyparis_obtusa_formosana	4.6	105	stump	5	L	Up		
DLS	DLS03		2	Chamaecyparis_obtusa_formosana	5.8	105	stump	5	L	Up		
DLS	DLS03		3	Chamaecyparis_obtusa_formosana	4.3	105	stump	5	L	Up		
DLS	DLS03		4	Chamaecyparis_obtusa_formosana	5.1	110	stump	5	L	Up		
DLS	DLS03		5	Chamaecyparis_obtusa_formosana	4.2	105	stump	5	L	Up		
DLS	DLS03		6	Chamaecyparis_obtusa_formosana	5.2	105	stump	5	L	Up		
DLS	DLS03		7	Chamaecyparis_obtusa_formosana	5.3	100	stump	5	L	Up		
DLS	DLS03		8	Chamaecyparis_obtusa_formosana	4.6	100	stump	5	L	Up		
DLS	DLS03		9	Chamaecyparis_obtusa_formosana	4.6	100	stump	5	L	Up		
DLS	DLS04		1	Chamaecyparis_obtusa_formosana	6.9	95	mineral soil		X	Up		
DLS	DLS04		2	Chamaecyparis_obtusa_formosana	5	95	mineral soil		X	Up		
DLS	DLS04		3	Chamaecyparis_obtusa_formosana	6.9	95	mineral soil		X	Up		
DLS	DLS04		4	Chamaecyparis_obtusa_formosana	6.9	95	mineral soil		X	Up		
DLS	DLS04		5	Chamaecyparis_obtusa_formosana	8	95	mineral soil		L	Up		
DLS	DLS04		6	Chamaecyparis_obtusa_formosana	10.4	95	mineral soil		X	Up		
DLS	DLS04		7	Chamaecyparis_obtusa_formosana	12	95	mineral soil		X	Up		
DLS	DLS04		8	Chamaecyparis_obtusa_formosana	7	95	mineral soil		X	Up		
DLS	DLS04		9	Chamaecyparis_obtusa_formosana	6.5	95	mineral soil		X	Up		
DLS	DLS04		10	Chamaecyparis_obtusa_formosana	6.5	95	mineral soil		X	Up		
DLS	DLS04		11	Chamaecyparis_obtusa_formosana	7	95	mineral soil		M	Up		
DLS	DLS04		12	Chamaecyparis_obtusa_formosana	6	95	mineral soil		M	Up		
DLS	DLS04		13	Chamaecyparis_obtusa_formosana	8.5	95	mineral soil		X	Up		
DLS	DLS05		1	Chamaecyparis_obtusa_formosana	7.7	50	mat		L	Up		
DLS	DLS05		2	Chamaecyparis_obtusa_formosana	8	50	mat		M	Up		
DLS	DLS05		3	Chamaecyparis_obtusa_formosana	5.3	45	mat		L	Up		
DLS	DLS05		4	Chamaecyparis_obtusa_formosana	5.3	75	mat		M	Up		
DLS	DLS05		5	Chamaecyparis_obtusa_formosana	7.2	75	mat		L	Up		
DLS	DLS05		6	Chamaecyparis_obtusa_formosana	10.6	75	mat		M	Up		
DLS	DLS06		1	Chamaecyparis_obtusa_formosana	8.4	25	mat		M	Up		
DLS	DLS06		2	Chamaecyparis_obtusa_formosana	6.4	40	mat		M	Up		
DLS	DLS06		3	Chamaecyparis_obtusa_formosana	9.9	25	mat		M	Up		
DLS	DLS06		4	Chamaecyparis_obtusa_formosana	5	10	mat		L	Side		
DLS	DLS06		5	Chamaecyparis_obtusa_formosana	3.5	10	mat		L	Side		Intra
DLS	DLS07		1	Chamaecyparis_obtusa_formosana	6.7	25	log	5	M	Up		
DLS	DLS07		2	Chamaecyparis_obtusa_formosana	8.5	30	log	5	M	Up		
DLS	DLS07		3	Chamaecyparis_obtusa_formosana	9.7	30	log	5	M	Up		
DLS	DLS07		4	Chamaecyparis_obtusa_formosana	9.7	40	log	5	M	Up		
DLS	DLS07		5	Chamaecyparis_obtusa_formosana	4.1	30	log	5	M	Up		
DLS	DLS08		1	Chamaecyparis_obtusa_formosana	6.5	90	log	4	M	Up		
DLS	DLS08		2	Chamaecyparis_obtusa_formosana	8.5	90	log	4	M	Up		
DLS	DLS08		3	Chamaecyparis_obtusa_formosana	9.7	95	log	4	L	Up		
DLS	DLS08		4	Chamaecyparis_obtusa_formosana	7.4	95	log	4	L	Up		
DLS	DLS08		5	Chamaecyparis_obtusa_formosana	7.1	95	log	4	M	Up		
DLS	DLS08		6	Chamaecyparis_obtusa_formosana	8.1	95	log	4	M	Up		
